,EHRI-ID,WD-ID,Camp-EHRI-label-simple,HGC_ID,SubcampSimple,ID1,ID,MHG_ID,SubcampDiaFix,SubcampDiaFixSimple,SubcampMattingly,Main,Women,Men,Gender,FIRMS,YYYY_OPEN,MM_OPEN,DD_OPEN,Open_Txt,YYYY_CLOSE,MM_CLOSE,DD_CLOSE,Close_Txt,PRISONERS,Date_Open,Date_Close,PEAK_POP,FUNC_1,FUNC_2,HOW_FOUND,Share_Loc,LAT,LONG,NATIONS,ENCY_REF,LABOR,EDIT_NOTES
592,2069.0,Q1688199,Cochem,09-0172-0,Cochem,593,09-0172-0,1088,Cochem [aka Brutting und Treis],Cochem,Cochem,Hinzert,0,0,0,Bosch,44.0,3.0,,"""March 1944""",,,,,,03/15/1944,,700,4,0,,1,50.1333,7.15,Varying European Nationalities,"Encyclopedia of Camps, Volume 1 pg 830","Camp established by with Jagerstab program (Fighter Staff) to increase fighter production, planned to use a tunnel for a factory",
593,2209.0,Q45475799,Frankenthal-M�rsch,09-0290-0,Frankenthal-M�rsch (OT-Polizeihaftlager),594,09-0290-0,1092,Frankenthal-M�rsch (OT-Polizeihaftlager),Frankenthal-M�rsch (OT-Polizeihaftlager),Frankenthal-M�rsch,Hinzert,0,0,0,,40.0,7.0,25.0,"""First mentioned July 25, 1940""",40.0,9.0,18.0,"""September 18, 1940, presumably the universal close date for OT camps""",People not complying with the National Socialist way of Life,07/25/1940,09/18/1940,1,0,0,,0,49.533298,8.35,,"Encyclopedia of Camps, Volume 1 pg 831","Prisoners were to be ""re-educated"" through supervised hard labor and military drill. Prisoners performed heavy labor on the Reichautobahn",
594,2276.0,Q45481060,Gelnhausen,09-0314-1,Gelnhausen,595,09-0314-1,1094,Gelnhausen [aka Rothenbergen bei Glenhausen],Gelnhausen,Gelnhausen,Hinzert,0,1,1,,44.0,,,"""Summer 1944""",45.0,3.0,,"""March 1945""?",,06/01/1944,03/15/1945,80,7,0,,0,50.2,9.1833,,"Encyclopedia of Camps, Volume 1 pg 831",Camp was located at an airfield where prisoners constructed a bomb-proof underground command post,
595,2623.0,Q45507592,Hermeskeil,09-0430-1,Hermeskeil,596,09-0430-1,1097,Hermeskeil,Hermeskeil,Hermeskeil,Hinzert,0,1,1,"Paul Dietrich, Laubach, Bahnmeisterei, Muller & Froitzheim, J.C. Dittgen KG, Peter Blaumeyer, Ehrenrich & Co.",40.0,3.0,23.0,"""March 23, 1940""",,,,"""Last mentioned April 22, 1944""",,03/23/1940,,90,5,4,,0,49.650001,6.949999,,"Encyclopedia of Camps, Volume 1 pg 832","Prisoners were assigned to various factories: a flax roasting mill, ball bearing firm, constructing the Reichsautobahn, to loading timber and laying water pipes",
596,108.0,Q697753,SS-Sonderlager Hinzert,09-0441-0,Hinzert,597,09-0441-0,1098,Hinzert,Hinzert,Hinzert,Hinzert,0,0,0,,38.0,,,"""1938, then reopened October 39""",45.0,3.0,2.0,"""March 2-3, 1945""",,06/15/1938,03/02/1945,1500,0,0,,0,49.7,6.9,,"Encyclopedia of Camps, Volume 1 pg 824",A main camp and transit camp,"Encyclopedia only says 1938, AK chose middle of the year"
597,2223.0,Q45476912,Homburg-Nord,09-0454-0,Homburg-Nord (OT-Polizeihaftlager),598,09-0454-0,1099,Homburg-Nord (OT-Polizeihaftlager),Homburg-Nord (OT-Polizeihaftlager),Homburg-Nord,Hinzert,0,0,0,,39.0,12.0,13.0,"""December 13, 1939""",40.0,9.0,18.0,"""September 18, 1940""",People not complying with the National Socialist way of Life,12/13/1939,09/18/1940,300,0,0,,0,49.349998,7.3,,"Encyclopedia of Camps, Volume 1 pg 832",Camp was established to re-educate young conscripted OT workers to the Nazi way of life,
598,2630.0,Q45508116,Hoppst�dten,09-0456-0,Hoppst�dten,599,09-0456-0,1100,Hoppst�dten,Hoppst�dten,Hoppst�dten,Hinzert,0,0,0,,,,,,,,,,,,,1,6,4,,0,49.616699,7.199999,,"Encyclopedia of Camps, Volume 1 pg 833","Prisoners were displaced from the Neubrucke subcamp after it was bombed, but returned daily to repair bomb damage and salvage machines from the tank factory they had been wor",
599,2232.0,Q45477616,Kirrberg,09-0497-0,Kirrberg (OT-Polizeihaftlager),600,09-0497-0,1101,Kirrberg (OT-Polizeihaftlager),Kirrberg (OT-Polizeihaftlager),Kirrberg,Hinzert,0,0,0,,40.0,10.0,11.0,"""First mentioned October 11, 1940""",40.0,9.0,18.0,"""September 18, 1940""",People not complying with the National Socialist way of Life,10/11/1940,09/18/1940,170,0,0,,0,49.299999,7.3667,,"Encyclopedia of Camps, Volume 1 pg 833","More of a reeducation camp, conscripted OT workers into Nazi way of life; subjected to hard labor, military training etc",
600,2665.0,Q45510714,Langendiebach I,09-0548-0,Langendiebach I and II,601,09-0548-0,1102,Langendiebach I and II,Langendiebach I and II,Langendiebach I and II,Hinzert,0,0,0,,44.0,6.0,13.0,"""1942""-ITS, ""June 13, 1944""-Others, ""Fall 1933(Probably September 13, 1944)- Langendiebach II",44.0,4.0,18.0,"""April 18, 1944"" Langendiebach I,",POWs,09/13/1944,04/18/1944,110,7,0,,0,50.166698,8.9833,"French(of African Origin), 1 Greek","Encyclopedia of Camps, Volume 1 pg 833",Prisoners worked maintaining and repairing a bombed airfield and defusing unexploded bombs,
601,2208.0,Q45475726,Mainz-Finthen,09-0607-0,Mainz-Finthen,602,09-0607-0,1104,Mainz-Finthen [aka Finthen],Mainz-Finthen,Mainz-Finthen,Hinzert,0,0,0,,44.0,,,"""Summer 1944""",45.0,,,,,06/01/1944,01/01/1945,220,7,0,,0,50.0,8.266699,"Dutch, Luxemburgers","Encyclopedia of Camps, Volume 1 pg 834","Prisoners filled in bomb craters, built roads, cut timber to camoflage planes, and built underground tunnels for a bunker at an airfield",
602,3132.0,Q45545940,Mainz-Gustavsburg,09-0608-0,Mainz-Gustavsburg,603,09-0608-0,1105,Mainz-Gustavsburg,Mainz-Gustavsburg,Mainz-Gustavsburg,Hinzert,0,0,0,,44.0,12.0,6.0,"""December 6, 1944""",45.0,3.0,19.0,"""March 19, 1945""",,12/06/1944,03/19/1945,1,4,0,"Google map search for Mainz, Germany-- found Gustavsburg",0,49.997,8.31914,,"Encyclopedia of Camps, Volume 1 pg 835","Camp was formed after existing camp was bombed, however inmates still worked for Maschinenfabrik Augsburg-Nurnberg AG",
603,2254.0,Q45479365,Mainz-Ingelheimerau,09-0609-0,Mainz-Ingelheimerau,604,09-0609-0,1106,Mainz-Ingelheimerau [aka Mainz-Ingelheimer Aue],Mainz-Ingelheimerau,Mainz-Ingelheimerau,Hinzert,0,0,0,,44.0,,,"""Early Summer 1944""",44.0,12.0,,"""December 1944""",,06/01/1944,12/15/1944,292,5,7,"Google map search for Mainz, Germany-- found Ingelheimer",0,50.0198,8.23391,,"Encyclopedia of Camps, Volume 1 pg 835",Inmates worked for the Pfleiderer company producing concrete parts for buildings. Inmates also worked throughout the city cleaning up after air raids and repairing railroad b,
604,3133.0,Q45546014,Mainz-Weisenau,09-0610-0,Mainz-Weisenau,605,09-0610-0,1107,Mainz-Weisenau,Mainz-Weisenau,Mainz-Weisenau,Hinzert,0,0,0,,45.0,1.0,1.0,"""January 1, 1945""- Gudrun Schwarz",45.0,1.0,,"""January 1945""- Hinzert Files",,01/01/1945,01/15/1945,1,4,0,,0,49.983299,8.3,,"Encyclopedia of Camps, Volume 1 pg 836",Prisoners were employed digging tunnels to facilitate underground armaments production and to protect the mayor of Mainz,
605,2657.0,Q45510124,Merzhausen,09-0626-0,Merzhausen,606,09-0626-0,1110,Merzhausen,Merzhausen,Merzhausen,Hinzert,0,0,0,,44.0,,,"""June 14, 1944, first inmates arrive""",55.0,8.0,18.0,"""Evacuated August 18, 1944""",,06/14/1944,08/18/1944,30,7,0,,0,50.316699,8.466699,,"Encyclopedia of Camps, Volume 1 pg 837",Inmates worked on expanding an airfield for defense purposes,
606,2622.0,Q45507520,Michelbach (Schmelz),09-0629-0,Michelbach (Schmelz),607,09-0629-0,1111,Michelbach (Schmelz),Michelbach (Schmelz),Michelbach (Schmelz),Hinzert,0,0,0,Betting Hartsteinwerke GmbH,40.0,,,"""First mentioned August 12, 1940""",,,,,,08/12/1940,,1,5,0,,0,49.466701,6.8333,,"Encyclopedia of Camps, Volume 1 pg 838",Prisoners worked for the company Lenhard in Saarbruken in a quarry in Michelbach.,
607,2148.0,Q45470893,Neubr�cke,09-0698-0,Neubr�cke,608,09-0698-0,1112,"Neubr�cke [aka Neubr�cke-Hoppst�dten, Neubr�cke/Nahe]",Neubr�cke,Neubr�cke,Hinzert,0,0,0,Deutschen Eisenwerke,44.0,,,"""Summer 1944""",45.0,3.0,18.0,,,06/01/1944,03/18/1945,200,4,0,,0,49.599998,7.1833,"Moslty Luxemburgers, Poles, and Dutch","Encyclopedia of Camps, Volume 1 pg 838","Prisoners were to construct a factory to build the SdKfz 251, a lightly armored half-tracked vehicle for Deutsche Eisenwerke AG",
608,2274.0,Q45480907,Rheinzabern,09-0814-0,Rheinzabern (OT-Polizeihaftlager),609,09-0814-0,1113,Rheinzabern (OT-Polizeihaftlager),Rheinzabern (OT-Polizeihaftlager),Rheinzabern (OT-Polizeihaftlager),Hinzert,0,0,0,,40.0,4.0,26.0,"""First mentioned April 26, 1940""",40.0,9.0,18.0,"""September 18, 1940""",People not complying to the National Socialist way of life,04/26/1940,09/18/1940,1,0,0,,0,49.118,8.277899,,"Encyclopedia of Camps, Volume 1 pg 839",Camp was established to punish workers on the Siegfried Line and the Reichsautobahn for breaches of discipline. Prisoners were to do heavy physical labor and military trainin,
609,2667.0,Q45510862,Seligenstadt,09-0897-0,Seligenstadt,610,09-0897-0,1114,Seligenstadt,Seligenstadt,Seligenstadt,Hinzert,0,0,0,,44.0,9.0,22.0,"""Probably September 22, 1944""",44.0,12.0,2.0,"""Proabbly dissolved by December 2, 1944""",,09/22/1944,12/02/1944,1,7,0,,0,50.049999,8.9833,"Mostly Luxemburgers, Polish, Belgian","Encyclopedia of Camps, Volume 1 pg 839",Prisoners refueled and maintained an installation that provided wood gas for the generators on Luftwaffe trucks at an airfield,
610,2615.0,Q45506996,Trier (Sicherungsstab),09-0966-0,Trier (Sicherungsstab),611,09-0966-0,1118,Trier (Sicherungsstab),Trier (Sicherungsstab),Trier (Sicherungsstab),Hinzert,0,0,0,,40.0,6.0,2.0,"""First mentioned June 2, 1940, may have been as late as May 1941""",,,,,People not complying with the National Socialist way of life,06/02/1940,,1,0,0,,1,49.75,6.633299,,"Encyclopedia of Camps, Volume 1 pg 840","OT workers were put in this camp as punishment for absenteeism, theft, fights, etc as a means of re-educating them to the Nazi way of life",
611,2658.0,Q45510197,Usingen,09-0982-0,Usingen,612,09-0982-0,1119,Usingen,Usingen,Usingen,Hinzert,0,0,0,,44.0,6.0,14.0,"""June 14, 1944""",44.0,8.0,18.0,"""August 18, 1944""",,06/14/1944,08/18/1944,30,7,0,,0,50.333301,8.5333,,"Encyclopedia of Camps, Volume 1 pg 840",Prisoners were to upgrade an airfield for use by larger planes,
612,2308.0,Q45483516,Uthlede (OT-Polizeihaftlager),09-0983-0,Uthlede (OT-Polizeihaftlager),613,09-0983-0,1120,Uthlede (OT-Polizeihaftlager) [aka Uttlede],Uthlede (OT-Polizeihaftlager),Uthlede (OT-Polizeihaftlager),Hinzert,0,0,0,,40.0,4.0,26.0,"""First mentioned April 26, 1940""",40.0,9.0,18.0,"""September 18, 1940""",People not complying with the National Socialist way of life,04/26/1940,09/18/1940,170,0,0,,0,53.316699,8.583299,,"Encyclopedia of Camps, Volume 1 pg 840","OT workers were put in this camp as punishment for absenteeism, theft, fights, etc as a means of re-educating them to the Nazi way of life",
613,2603.0,Q45506089,Vicht (OT-Polizeihaftlager),09-0995-0,Vicht (OT-Polizeihaftlager),614,09-0995-0,1121,Vicht (OT-Polizeihaftlager),Vicht (OT-Polizeihaftlager),Vicht (OT-Polizeihaftlager),Hinzert,0,0,0,,30.0,12.0,5.0,"""First mentioned December 5, 1939""",41.0,,,"""Middle of 1941""",,12/05/1939,06/15/1941,180,0,0,,0,50.733299,6.266699,,"Encyclopedia of Camps, Volume 1 pg 841",An OT camp-- prisoners interned for 3-4 weeks for minor infractions,
614,2676.0,Q45511540,W�chtersbach,09-0998-0,W�chtersbach,615,09-0998-0,1122,W�chtersbach,W�chtersbach,W�chtersbach,Hinzert,0,0,0,"Karl Budde, Dampfasage- und Hobelwerk",44.0,9.0,12.0,"""First mentioned September 12, 1944""",,,,"""last mentioned March 23, 1945""",,09/12/1944,,1,5,0,,0,50.2667,9.3,,"Encyclopedia of Camps, Volume 1 pg 841","Prisoners worked for the Steam Saw and Planing Mill (Karl Budde, Dampfsage und Hobelwerk) building sheds and barracks",
615,3142.0,Q45546719,Wiesbaden-Unter den Eichen,09-1035-0,Wiesbaden-Unter den Eichen,616,09-1035-0,1123,Wiesbaden-Unter den Eichen [aka Wiesbaden],Wiesbaden-Unter den Eichen,Wiesbaden-Unter den Eichen,Hinzert,0,0,0,,44.0,3.0,20.0,"""March 20, 1944""",45.0,3.0,24.0,"""March 24, 1945""",,03/20/1944,03/24/1945,100,7,6,,0,50.083301,8.25,"Mostly Luxemburgers, few Dutch, French, German, Belgian","Encyclopedia of Camps, Volume 1 pg 842",Prisoners were to erect quarters for SS offices that were destroyed by air raids. Prisoners also cleaned up the city and airfield following the raids,
616,2650.0,Q45509604,Wiesbaden-Erbenheim,09-1036-0,Wiesbaden-Erbenheim,617,09-1036-0,1124,"Wiesbaden-Erbenheim [aka Wiesbaden-Fliegerhorst, Erbenheim]",Wiesbaden-Erbenheim,Wiesbaden-Erbenheim,Hinzert,0,0,0,,44.0,,,"""Summer 1944""",,,,,,06/01/1944,,1,7,0,"Google map search for Wiesbaden, Mainz, Germany-- marker between Wiesbaden and Erbenheim",0,50.0673,8.26567,Mostly Luxemburgers,"Encyclopedia of Camps, Volume 1 pg 842",Prisoners were deployed at an airfield along the Rhine line,
617,2318.0,Q45484314,Wittlich,09-1043-0,Wittlich,618,09-1043-0,1125,Wittlich [aka Wittlich an der Mosel],Wittlich,Wittlich,Hinzert,0,0,0,"Christian Krutwig, Eifel Autobahn",40.0,4.0,29.0,"""April 29, 1940""",43.0,2.0,28.0,"""February 28, 1943""",A few Luxemburger Jews,04/29/1940,02/28/1943,200,5,0,,0,49.992402,6.890016,"Mostly Poland, Italian, Luxemburger","Encyclopedia of Camps, Volume 1 pg 843","Prisoners were ""rented out"" to the Cologne construction company Christian Krutwig and worked on the Eifel autobahn doing heavy hand works",
618,2322.0,Q45484634,Zeltingen,09-1056-0,Zeltingen,619,09-1056-0,1617,Zeltingen [aka Zeltingen an der Mosel],Zeltingen,Zeltingen,Hinzert,0,0,0,,44.0,,,"""Most likely Summer or Fall 1944",45.0,,,"""Early 1945""",,09/01/1944,01/01/1945,9,4,0,,0,49.95,7.016699,,"Encyclopedia of Camps, Volume 1 pg 844","Prisoners dug tunnels as part of armament relocation or shelter construction, both underground",
619,544.0,Q47515591,Kauen-Schanzen,10-0485-0,Kauen-Schanzen,620,10-0485-0,1130,Kauen-Schanzen,Kauen-Schanzen,Kauen-Schanzen,Kauen,0,0,0,,43.0,12.0,16.0,"""December 16, 1943""",44.0,7.0,12.0,"""July 12, 1944""",,12/16/1943,07/12/1944,1,5,0,"Looked in Kaunas, Lithuania for Sanciani",0,54.8677,23.9384,,"Encyclopedia of Camps, Volume 1 pg 855",Prisoners worked for a variety of Wehrmacht establishments and did various construction tasks,
620,542.0,Q18669828,Kauen,10-0488-3,Kauen,621,10-0488-3,1131,"Kauen [aka Kaunas, Kovno, Kowno, also Slobodka]",Kauen,Kauen,Kauen,2,1,3,,43.0,,,Fall 1943,44.0,,,,Jewish,09/01/1943,08/01/1944,16000,4,7,,0,54.8833,23.899999,Lithuanian,"Encyclopedia of Camps, Volume 1 pg 848","Established in an existing ghetto, prisoners worked for 110 different firms, 68% were related to the war and armaments production, with 9 percent in administration and civili",
621,545.0,Q47515384,Kazlu Ruda,10-0489-0,Kazlu Ruda,622,10-0489-0,1132,Kazlu Ruda,Kazlu Ruda,Kazlu Ruda,Kauen,0,0,0,,44.0,,,"""1944""",44.0,7.0,,"""Evacuated July 1944""",,,07/15/1944,500,1,0,,0,54.7667,23.5,,"Encyclopedia of Camps, Volume 1 pg 855",Unknown,
622,546.0,Q47515239,Kedahnen,10-0490-0,Kedahnen,623,10-0490-0,1133,Kedahnen,Kedahnen,Kedahnen,Kauen,0,0,0,,43.0,12.0,,"""First mentioned December 1943""",44.0,7.0,,"""July 1944""",,12/15/1943,07/15/1944,300,1,0,,0,55.288299,23.974599,,"Encyclopedia of Camps, Volume 1 pg 856",Unknown,
623,547.0,Q47515742,Koschedaren,10-0524-0,Koschedaren,624,10-0524-0,1134,Koschedaren,Koschedaren,Koschedaren,Kauen,0,0,0,,,,,,44.0,7.0,,"""Evacuated July 1944""",,,07/15/1944,400,5,0,,0,54.866699,24.45,,"Encyclopedia of Camps, Volume 1 pg 856",Prisoners were employed cutting peat,
624,548.0,Q47515827,Palemonas,10-0757-0,Palemonas,625,10-0757-0,1135,Palemonas,Palemonas,Palemonas,Kauen,0,0,0,,,,,,44.0,7.0,7.0,"""Evacuated July 7, 1944""",,,07/07/1944,150,5,0,,0,54.91096,24.050494,,"Encyclopedia of Camps, Volume 1 pg 857",Prisoners were employed cutting peat or in a brick factory,
625,549.0,Q47515494,Prawienischken,10-0789-0,Prawienischken,626,10-0789-0,1136,Prawienischken,Prawienischken,Prawienischken,Kauen,0,0,0,,43.0,11.0,,"""Transfer completed in November 1943""",,,,"""Last mentioned May 10, 1944 for men, May 15, 1944 for women""",,11/15/1943,,1,5,0,,0,54.916698,24.233299,,"Encyclopedia of Camps, Volume 1 pg 857",Prisoners worked in the forests and peat fields,
626,550.0,Q47515412,Schaulen,10-0868-3,Schaulen,627,10-0868-3,1137,Schaulen,Schaulen,Schaulen,Kauen,2,1,3,"Frankel, Hardt, Knittel, Welker, Rubereit, Sager, Worner, Bazun",43.0,9.0,17.0,"""July 1941""- Ghetto, ""September 17, 1943""- Sub camp of Kauen",44.0,7.0,21.0,"""Evacuated July 21, 1944""",Jewish,09/17/1943,07/21/1944,2000,4,5,,0,55.9333,23.316699,"Lithuanian, Polish, German","Encyclopedia of Camps, Volume 1 pg 858","Established in a ghetto, prisoners worked at an airfield, cutting peat, and in leather goods factories",
627,3129.0,Q45545712,Kabelwerk Krakau,11-0473-1,Kabelwerk Krakau (men),628,11-0473-1,1138,Kabelwerk Krakau (men),Kabelwerk Krakau (men),Kabelwerk Krakau,Krakau-Plasz�w,0,1,1,"Kabelwerk, Allgemeine Elektrizitats Gesellschaft",42.0,7.0,,"""July 1942""",44.0,9.0,,"""September 1944""",Jewish,07/15/1942,09/15/1944,250,6,7,"Assigned lat/lng of Plaszow, exact whereabouts unknown",1,50.0446,19.9868,Polish,Encyclopedia of Ghettos and Camps p. 868,"made electrical and telegraph cables, prisoners enstalled eletrical and lighting systems",
628,,,,11-0473-2,Kabelwerk Krakau (women),629,11-0473-2,1138,Kabelwerk Krakau (women),Kabelwerk Krakau (women),,Krakau-Plasz�w,2,0,2,"Kabelwerk, Allgemeine Elektrizitats Gesellschaft",42.0,7.0,,"""July 1942""",44.0,9.0,,"""September 1944""",Jewish,07/15/1942,09/15/1944,0,6,7,"Assigned lat/lng of Plaszow, exact whereabouts unknown",1,50.0446,19.9868,Polish,Encyclopedia of Ghettos and Camps p. 868,"made electrical and telegraph cables, prisoners enstalled eletrical and lighting systems",
629,555.0,Q160408,Plaszow,11-0527-3,Krakau-Plasz�w,630,11-0527-3,1139,Krakau-Plasz�w,Krakau-Plasz�w,Krakau-Plasz�w,Krakau-Plasz�w,2,1,3,Deutsche Ausrustungswerke,42.0,10.0,,,45.0,1.0,17.0,,"Jews and Non- Jews, Gypsies",10/15/1942,01/17/1945,1,6,0,,0,50.0327,19.9618,"Polish, Hungarian",Encyclopedia of Ghettos and Camps p. 862,None given,AK added Open_YYYY and  MM from Encyclopedia
630,556.0,Q47515787,Mielec,11-0630-3,Mielec,631,11-0630-3,1140,Mielec,Mielec,Mielec,Krakau-Plasz�w,2,1,3,Heinkel,42.0,3.0,7.0,"""March 7-9, 1942""",44.0,,,"""Summer 1944""",Jewish and Polish,03/07/1942,06/01/1944,4000,4,0,,0,50.2833,21.4333,Polish,Encyclopedia of Ghettos and Camps p. 869,"worked at Heinkel aircraft works rivetting aircraft wings, cleaning, general metalwork",
631,557.0,Q47515151,Wieliczka,11-1025-0,Wieliczka,632,11-1025-0,1141,Wieliczka,Wieliczka,Wieliczka,Krakau-Plasz�w,0,0,0,,44.0,5.0,,"""May 1944""",44.0,9.0,,"""Abandoned September 1944""",,05/15/1944,09/15/1944,1,4,0,,0,49.9833,20.0667,,Encyclopedia of Ghettos and Camps p. 871,aircraft production,
632,558.0,Q47515166,Zablocie,11-1053-0,Zablocie,633,11-1053-0,1142,Zablocie,Zablocie,Zablocie,Krakau-Plasz�w,0,0,0,"Deutsche Emailewarenfabrik- Email und Metallwaren aller Art, Kurt Hodermann, Kuhnpast",43.0,,,"""Spring 1943""",44.0,,,,Jewish and Polish,03/01/1943,01/01/1944,1100,4,0,,0,49.9667,20.1833,Polish,Encyclopedia of Ghettos and Camps p. 872,worked in enamel factory and munitions factory,
633,2176.0,Q45473182,Olcza,11-1054-0,Olcza,634,11-1054-0,1143,"Olcza [aka Zakopane, Zakopane-Olcza]",Olcza,Olcza,Krakau-Plasz�w,0,0,0,,43.0,,,"""Beginning of 1943""",44.0,,,"""Dissolved Spring of 1944""",,01/01/1943,03/01/1944,1,6,0,,0,49.3,19.9667,,Encyclopedia of Ghettos and Camps p. 871,prisoners worked on construction of a hydroelectric power station,BB added N_FIRM data 7/5/2012
634,1605.0,Q47515257,Blizyn,12-0111-0,Blizyn,635,12-0111-0,1144,Blizyn,Blizyn,Blizyn,Lublin,2,1,3,"Ostindustrie GmbH, later Deutsche Ausrustungswerke GmbH (DAW), Deutsch Erd- und Steinwerke GmbH (DESt)",43.0,3.0,8.0,"""March 8, 1943""",44.0,7.0,30.0,"""Last prisoners evacuated by July 30, 1944""",,03/08/1943,07/30/1944,5500,6,0,,0,51.1167,20.75,,Encyclopedia of Ghettos and Camps p. 880,worked in armaments factory and quarry,
635,561.0,Q47515538,Budzyń,12-0161-0,Budzyn,636,12-0161-0,1145,Budzyn,Budzyn,Budzyn,Lublin,0,0,0,Heinkel,43.0,10.0,,"""October 1943""",44.0,5.0,,"""May 1944""",,10/15/1943,05/15/1944,1,4,0,,0,50.95,22.2,,Encyclopedia of Ghettos and Camps p. 882,"repaired airplane parts, repaired tanks and other equipment",
636,562.0,Q47515490,Lemberg,12-0569-0,Lemberg,637,12-0569-0,1147,"Lemberg [aka Lemberg (Weststrasse), Lemberg (Janowska)]",Lemberg,Lemberg,Lublin,0,0,0,Deutsche Ausrustungswerke,44.0,1.0,,"""January 1944""",44.0,7.0,,"""July 1944""",Jewish,01/15/1944,07/15/1944,2000,6,0,,0,49.8333,24.0,,Encyclopedia of Ghettos and Camps p. 885,"worked as tailors, cobblers, leather dyers, electricians, gardeners and launderers",
637,2964.0,Q45533326,Lublin Alter Flughafen women's,12-0595-0,Lublin (Alter Flughafen) (women),638,12-0595-0,1150,Lublin (Alter Flughafen) (women),Lublin (Alter Flughafen) (women),Lublin,Lublin,2,0,2,Fabrik Plage-Laskewicz,43.0,10.0,22.0,"""October 22, 1943, becomes part of Lublin system""",44.0,7.0,24.0,"""Liberated July 24, 1944""",,10/22/1943,07/24/1944,1,6,0,,1,51.25,22.5667,,Encyclopedia of Ghettos and Camps p. 867,"sorted, recycled clothing at ss-owned clothing factories",
638,1763.0,Q47515362,Lublin,12-0598-3,Lublin,639,12-0598-3,1153,Lublin [aka Majdanek],Lublin,Lublin,Lublin,2,1,3,,43.0,2.0,16.0,"""February 16, 1943""",44.0,7.0,23.0,,"Polish, Jewish, Soviet POW, Polish Political",02/16/1943,07/23/1944,25000,6,0,,0,51.2228,22.5985,"Slovaks, Polish, German, Russian, Belarusian, Galician",Encyclopedia of Ghettos and Camps p. 876,supply prisoners for SS owned workships and enterprises; also associated with a number of firms,
639,566.0,Q267631,Poniatowa,12-0779-0,Poniatowa,640,12-0779-0,1155,Poniatowa,Poniatowa,Poniatowa,Lublin,2,1,3,,43.0,,,"""End of February 1943""",43.0,11.0,3.0,"""November 3, 1943, all prisoners killed as part of operation harvest festival""",,03/01/1943,11/03/1943,20000,4,0,,0,51.1833,22.1333,,Encyclopedia of Ghettos and Camps p. 888,"deeply hidden in the forest, close to railroad; worked for SS building roads and seweres and Toebbens",
640,565.0,Q47515188,Pulawy,12-0794-0,Pulawy,641,12-0794-0,1156,Pulawy [aka Pulawy Stadt],Pulawy,Pulawy,Lublin,0,0,0,,43.0,,,"""Summer 1943""",44.0,7.0,22.0,"""Camp closed July 22, 1944""",,06/01/1943,07/22/1944,400,6,0,,0,51.4167,21.9667,,Encyclopedia of Ghettos and Camps p. 891,worked in sawmill,
641,567.0,Q47515613,Radom,12-0800-0,Radom,642,12-0800-0,1157,Radom [aka Radom (Szkolna Street)],Radom,Radom,Lublin,0,0,0,,44.0,1.0,17.0,"""First mentioned January 17, 1944""",,,,,,01/17/1944,,2000,4,5,,0,51.347654,21.178141,,Encyclopedia of Ghettos and Camps p. 892,"most worked for SDP armaments, some worked in tailor or furniture shops in the camp",
642,,,,12-0960-0,Trawniki (thrid),643,12-0960-0,1159,Trawniki (thrid),Trawniki (thrid),Trawniki,Lublin,0,0,0,,43.0,9.0,,"""September 1943""",44.0,5.0,,"""May 1944""",,09/15/1943,05/15/1944,6000,5,6,Found town on google maps,0,51.1333,22.9979,,Encyclopedia of Ghettos and Camps p. 893,,
643,2185.0,Q45473953,Amstetten,13-0015-1,Amstetten,644,13-0015-1,1160,Amstetten [aka Bahnbau I] (men),Amstetten,Amstetten,Mauthausen,0,1,1,,45.0,3.0,19.0,"""March 19, 1945""",45.0,4.0,18.0,"""April 18, 1945""",Mostly Jewish,03/19/1945,04/18/1945,2966,7,0,,1,48.1167,14.8667,,Encyclopedia of Ghettos and Camps p. 908,cleaned up after bombing raids near railway station,
644,2186.0,Q45474032,Amstetten II women's,13-0015-2,Amstetten,645,13-0015-2,1160,Amstetten [aka Bahnbau II] (women),Amstetten,Amstetten,Mauthausen,2,0,2,,45.0,3.0,20.0,"""March 20, 1945""",45.0,4.0,18.0,"""April 18, 1945""","Political, Jewish, Gypsies, Asocials, Jehovah's Witnesses,",03/20/1945,04/18/1945,500,7,0,,1,48.1167,14.8667,"French, Hungarain, Russian, Belgian,  Polish, German, Italian, Dutch, Czech, Slovak, Yugoslavs, 1 of the following: British, Latvian, Rumanian,Spanish, American",Encyclopedia of Ghettos and Camps p. 908,cleaned up after bombing raids near railway station,
645,2809.0,Q45521492,Bachmanning,13-0037-0,Bachmanning,646,13-0037-0,1161,Bachmanning,Bachmanning,Bachmanning,Mauthausen,0,0,0,DAW,42.0,,,"""1942""",44.0,8.0,29.0,"""Evacuated August 29, 1944""","Political, Spanish Republicans, Polish,",,08/29/1944,937,6,0,,0,48.1167,13.8,"Spanish, Polish, Yugoslavian",Encyclopedia of Ghettos and Camps p. 909,"work detachment of Grossraming subcamp, worked at sawmill",
